id_source,id_target
0,10
10,13
31,26
50,56
63,41
65,2
71,13
75,56
80,13
82,32
85,36
87,13
93,30
98,2
141,10
145,13
152,30
153,32
170,2
181,48
189,2
195,36
198,60
218,60
221,60
242,36
243,10
258,36
272,36
293,13
302,30
320,22
331,10
344,19
357,60
363,36
365,60
371,16
396,13
427,10
435,13
436,58
437,13
450,13
460,36
493,13
497,48
506,13
528,32
546,13
547,10
551,11
554,36
560,13
566,56
574,66
593,60
611,13
612,10
630,13
632,2
634,13
639,36
647,13
691,36
697,56
706,36
707,30
713,19
715,36
727,32
731,13
736,13
741,2
746,16
749,13
759,36
761,49
809,10
850,16
860,2
888,13
890,13
910,13
913,36
948,10
949,10
951,2
963,49
966,10
969,36
978,32
994,40
995,30
10,60
10,61
10,61
10,62
10,62
10,62
10,62
31,37
31,63
31,63
63,42
63,43
63,43
63,60
63,60
63,60
63,60
63,61
63,61
63,61
63,61
63,61
63,61
63,61
63,61
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
63,62
65,3
65,4
65,4
65,5
65,5
65,5
65,5
65,30
65,30
65,30
65,30
65,30
65,30
65,30
65,30
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
65,51
71,36
71,54
71,54
71,65
71,65
71,65
71,65
71,53
71,53
71,53
71,53
71,53
71,53
71,53
71,53
85,54
85,65
85,65
85,53
85,53
85,53
85,53
98,3
98,4
98,4
98,5
98,5
98,5
98,5
98,51
98,51
98,51
98,51
98,51
98,51
98,51
98,51
145,32
152,31
152,21
152,21
153,60
153,61
153,61
153,62
153,62
153,62
153,62
170,3
170,4
170,4
170,5
170,5
170,5
170,5
170,32
170,32
170,32
170,32
170,32
170,32
170,32
170,32
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
170,51
189,3
189,4
189,4
189,5
189,5
189,5
189,5
189,51
189,51
189,51
189,51
189,51
189,51
189,51
189,51
195,54
195,65
195,65
195,53
195,53
195,53
195,53
198,61
198,62
198,62
218,61
218,62
218,62
221,61
221,62
221,62
242,39
