id_source,id_target
932,32
236,13
1,22
149,10
190,32
364,3
12,15
78,15
263,10
249,7
48,10
368,32
632,15
109,10
446,32
619,10
42,15
285,10
775,5
146,32
543,15
382,15
153,22
4,13
533,30
733,32
69,10
184,15
331,32
870,15
980,5
938,0
334,32
526,10
862,32
506,1
20,48
415,5
629,2
85,1
774,15
414,10
732,15
563,13
866,32
786,32
662,32
161,16
49,10
396,10
476,10
873,15
498,15
259,15
326,20
30,1
676,32
493,10
392,10
990,5
93,32
60,10
977,2
235,16
610,32
871,5
138,10
691,10
73,15
500,30
646,32
848,32
868,32
547,2
225,10
79,15
460,16
254,15
420,32
170,5
669,7
885,10
323,22
185,13
679,10
808,2
268,16
958,10
266,32
118,15
993,16
90,16
8,2
943,5
904,2
932,36
932,39
932,39
932,36
932,36
932,36
932,36
932,54
932,54
932,54
932,54
932,54
932,54
932,54
932,54
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,38
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,65
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
932,53
